######################################################################
#
# LoggerIdentifier    : 1858035C
# Comment             : 
# PC Time             : 15 September 2021 , 12:40:58
# Logger Time         : 15 September 2021 , 12:40:58
# StartBatteryVoltage :      2970 mV
# EndBatteryVoltage   :      2902 mV
# TotalSampleCount    :    456793
# ResistanceOffset    :     11905.14456
# ResistanceScale     :     90939.70156
# TemperatureOffset   :         0.0009057505
# TemperatureLinear   :         0.0002256978
# TemperatureCubic    :         0.0000001097
#
######################################################################
yyyy mm dd HH MM SS      Raw     Res[Ohm]   Temp[degC]
2021 09 15 12 26 32    40799    61159.774        9.333
2021 09 15 12 26 33    40805    61171.420        9.329
2021 09 15 12 26 34    40811    61183.068        9.325
2021 09 15 12 26 35    40817    61194.718        9.321
2021 09 15 12 26 36    40823    61206.369        9.317
2021 09 15 12 26 37    40829    61218.022        9.313
2021 09 15 12 26 38    40835    61229.677        9.309
2021 09 15 12 26 39    40842    61243.277        9.304
2021 09 15 12 26 40    40849    61256.879        9.299
2021 09 15 12 26 41    40854    61266.597        9.296
2021 09 15 12 26 42    40860    61278.259        9.292
2021 09 15 12 26 43    40864    61286.035        9.289
2021 09 15 12 26 44    40870    61297.700        9.285
2021 09 15 12 26 45    40876    61309.368        9.281
2021 09 15 12 26 46    40883    61322.982        9.276
2021 09 15 12 26 47    40889    61334.653        9.272
2021 09 15 12 26 48    40894    61344.380        9.269
2021 09 15 12 26 49    40900    61356.054        9.265
2021 09 15 12 26 50    40906    61367.731        9.261
2021 09 15 12 26 51    40913    61381.355        9.256
2021 09 15 12 26 52    40919    61393.035        9.252
2021 09 15 12 26 53    40925    61404.717        9.248
2021 09 15 12 26 54    40930    61414.453        9.245
2021 09 15 12 26 55    40908    61371.623        9.260
2021 09 15 12 26 56    40872    61301.589        9.284
2021 09 15 12 26 57    40856    61270.484        9.294
2021 09 15 12 26 58    40854    61266.597        9.296
2021 09 15 12 26 59    40858    61274.371        9.293
2021 09 15 12 27 00    40863    61284.091        9.290
2021 09 15 12 27 01    40869    61295.756        9.286
2021 09 15 12 27 02    40874    61305.478        9.282
2021 09 15 12 27 03    40877    61311.312        9.280
2021 09 15 12 27 04    40881    61319.092        9.278
2021 09 15 12 27 05    40886    61328.817        9.274
2021 09 15 12 27 06    40890    61336.598        9.272
2021 09 15 12 27 07    40895    61346.326        9.268
2021 09 15 12 27 08    40899    61354.109        9.266
2021 09 15 12 27 09    40902    61359.946        9.264
2021 09 15 12 27 10    40906    61367.731        9.261
2021 09 15 12 27 11    40910    61375.516        9.258
2021 09 15 12 27 12    40913    61381.355        9.256
2021 09 15 12 27 13    40917    61389.142        9.253
2021 09 15 12 27 14    40916    61387.195        9.254
2021 09 15 12 27 15    40916    61387.195        9.254
2021 09 15 12 27 16    40921    61396.929        9.251
2021 09 15 12 27 17    40927    61408.611        9.247
2021 09 15 12 27 18    40933    61420.295        9.243
2021 09 15 12 27 19    40937    61428.086        9.240
2021 09 15 12 27 20    40942    61437.825        9.237
2021 09 15 12 27 21    40947    61447.566        9.233
2021 09 15 12 27 22    40950    61453.411        9.231
2021 09 15 12 27 23    40956    61465.102        9.227
2021 09 15 12 27 24    40959    61470.948        9.225
2021 09 15 12 27 25    40962    61476.794        9.223
2021 09 15 12 27 26    40965    61482.642        9.221
2021 09 15 12 27 27    40967    61486.540        9.220
2021 09 15 12 27 28    40969    61490.438        9.219
2021 09 15 12 27 29    40971    61494.337        9.217
2021 09 15 12 27 30    40973    61498.236        9.216
2021 09 15 12 27 31    40976    61504.085        9.214
2021 09 15 12 27 32    40977    61506.035        9.213
2021 09 15 12 27 33    40980    61511.884        9.211
2021 09 15 12 27 34    40981    61513.834        9.210
2021 09 15 12 27 35    40984    61519.684        9.208
2021 09 15 12 27 36    40987    61525.534        9.206
2021 09 15 12 27 37    40988    61527.484        9.206
2021 09 15 12 27 38    40991    61533.335        9.204
2021 09 15 12 27 39    40993    61537.236        9.202
2021 09 15 12 27 40    40996    61543.088        9.200
2021 09 15 12 27 41    40997    61545.039        9.200
2021 09 15 12 27 42    40999    61548.940        9.198
2021 09 15 12 27 43    41001    61552.842        9.197
2021 09 15 12 27 44    41002    61554.793        9.196
2021 09 15 12 27 45    41003    61556.744        9.196
2021 09 15 12 27 46    41004    61558.695        9.195
2021 09 15 12 27 47    41006    61562.597        9.194
2021 09 15 12 27 48    41008    61566.500        9.192
2021 09 15 12 27 49    41010    61570.402        9.191
2021 09 15 12 27 50    41012    61574.305        9.190
2021 09 15 12 27 51    41014    61578.208        9.188
2021 09 15 12 27 52    41014    61578.208        9.188
2021 09 15 12 27 53    41015    61580.160        9.188
2021 09 15 12 27 54    41016    61582.111        9.187
2021 09 15 12 27 55    41018    61586.015        9.186
2021 09 15 12 27 56    41019    61587.966        9.185
2021 09 15 12 27 57    41021    61591.870        9.184
2021 09 15 12 27 58    41022    61593.822        9.183
2021 09 15 12 27 59    41024    61597.726        9.182
2021 09 15 12 28 00    41026    61601.630        9.180
2021 09 15 12 28 01    41028    61605.535        9.179
2021 09 15 12 28 02    41030    61609.439        9.178
2021 09 15 12 28 03    41031    61611.392        9.177
2021 09 15 12 28 04    41032    61613.344        9.176
2021 09 15 12 28 05    41033    61615.297        9.176
2021 09 15 12 28 06    41035    61619.202        9.174
2021 09 15 12 28 07    41035    61619.202        9.174
2021 09 15 12 28 08    41037    61623.107        9.173
2021 09 15 12 28 09    41038    61625.060        9.172
2021 09 15 12 28 10    41039    61627.013        9.172
2021 09 15 12 28 11    41040    61628.965        9.171
2021 09 15 12 28 12    41041    61630.918        9.170
2021 09 15 12 28 13    41044    61636.777        9.168
2021 09 15 12 28 14    41044    61636.777        9.168
2021 09 15 12 28 15    41047    61642.637        9.166
2021 09 15 12 28 16    41049    61646.543        9.165
2021 09 15 12 28 17    41052    61652.403        9.163
2021 09 15 12 28 18    41054    61656.310        9.161
2021 09 15 12 28 19    41056    61660.218        9.160
2021 09 15 12 28 20    41057    61662.171        9.159
2021 09 15 12 28 21    41058    61664.125        9.159
2021 09 15 12 28 22    41059    61666.079        9.158
2021 09 15 12 28 23    41061    61669.986        9.157
2021 09 15 12 28 24    41062    61671.940        9.156
2021 09 15 12 28 25    41064    61675.848        9.155
2021 09 15 12 28 26    41065    61677.803        9.154
2021 09 15 12 28 27    41067    61681.711        9.153
2021 09 15 12 28 28    41069    61685.619        9.151
2021 09 15 12 28 29    41070    61687.574        9.151
2021 09 15 12 28 30    41072    61691.482        9.149
2021 09 15 12 28 31    41075    61697.346        9.147
2021 09 15 12 28 32    41077    61701.255        9.146
2021 09 15 12 28 33    41079    61705.165        9.145
2021 09 15 12 28 34    41080    61707.120        9.144
2021 09 15 12 28 35    41081    61709.075        9.143
2021 09 15 12 28 36    41083    61712.985        9.142
2021 09 15 12 28 37    41085    61716.895        9.141
2021 09 15 12 28 38    41087    61720.805        9.139
2021 09 15 12 28 39    41090    61726.671        9.137
2021 09 15 12 28 40    41093    61732.537        9.135
2021 09 15 12 28 41    41096    61738.404        9.133
2021 09 15 12 28 42    41097    61740.360        9.133
2021 09 15 12 28 43    41099    61744.271        9.131
2021 09 15 12 28 44    41101    61748.183        9.130
2021 09 15 12 28 45    41102    61750.139        9.129
2021 09 15 12 28 46    41104    61754.051        9.128
2021 09 15 12 28 47    41105    61756.007        9.127
2021 09 15 12 28 48    41107    61759.919        9.126
2021 09 15 12 28 49    41107    61759.919        9.126
2021 09 15 12 28 50    41108    61761.875        9.125
2021 09 15 12 28 51    41108    61761.875        9.125
2021 09 15 12 28 52    41110    61765.788        9.124
2021 09 15 12 28 53    41111    61767.744        9.123
2021 09 15 12 28 54    41112    61769.701        9.123
2021 09 15 12 28 55    41114    61773.614        9.121
2021 09 15 12 28 56    41116    61777.527        9.120
2021 09 15 12 28 57    41118    61781.441        9.119
2021 09 15 12 28 58    41119    61783.397        9.118
2021 09 15 12 28 59    41119    61783.397        9.118
2021 09 15 12 29 00    41120    61785.354        9.117
2021 09 15 12 29 01    41120    61785.354        9.117
2021 09 15 12 29 02    41120    61785.354        9.117
2021 09 15 12 29 03    41121    61787.311        9.117
2021 09 15 12 29 04    41123    61791.225        9.115
2021 09 15 12 29 05    41125    61795.139        9.114
2021 09 15 12 29 06    41125    61795.139        9.114
2021 09 15 12 29 07    41126    61797.096        9.113
2021 09 15 12 29 08    41126    61797.096        9.113
2021 09 15 12 29 09    41127    61799.053        9.113
2021 09 15 12 29 10    41128    61801.011        9.112
2021 09 15 12 29 11    41129    61802.968        9.111
2021 09 15 12 29 12    41131    61806.883        9.110
2021 09 15 12 29 13    41132    61808.840        9.109
2021 09 15 12 29 14    41133    61810.798        9.109
2021 09 15 12 29 15    41134    61812.755        9.108
2021 09 15 12 29 16    41135    61814.713        9.107
2021 09 15 12 29 17    41135    61814.713        9.107
2021 09 15 12 29 18    41136    61816.670        9.106
2021 09 15 12 29 19    41138    61820.586        9.105
2021 09 15 12 29 20    41139    61822.544        9.104
2021 09 15 12 29 21    41140    61824.501        9.104
2021 09 15 12 29 22    41139    61822.544        9.104
2021 09 15 12 29 23    41139    61822.544        9.104
2021 09 15 12 29 24    41139    61822.544        9.104
2021 09 15 12 29 25    41134    61812.755        9.108
2021 09 15 12 29 26    41128    61801.011        9.112
2021 09 15 12 29 27    41123    61791.225        9.115
2021 09 15 12 29 28    41121    61787.311        9.117
2021 09 15 12 29 29    41117    61779.484        9.119
2021 09 15 12 29 30    41114    61773.614        9.121
2021 09 15 12 29 31    41111    61767.744        9.123
2021 09 15 12 29 32    41107    61759.919        9.126
2021 09 15 12 29 33    41065    61677.803        9.154
2021 09 15 12 29 34    41033    61615.297        9.176
2021 09 15 12 29 35    41015    61580.160        9.188
2021 09 15 12 29 36    41007    61564.548        9.193
2021 09 15 12 29 37    41001    61552.842        9.197
2021 09 15 12 29 38    40995    61541.137        9.201
2021 09 15 12 29 39    40991    61533.335        9.204
2021 09 15 12 29 40    40987    61525.534        9.206
2021 09 15 12 29 41    40980    61511.884        9.211
2021 09 15 12 29 42    40974    61500.186        9.215
2021 09 15 12 29 43    40969    61490.438        9.219
2021 09 15 12 29 44    40965    61482.642        9.221
2021 09 15 12 29 45    40959    61470.948        9.225
2021 09 15 12 29 46    40953    61459.256        9.229
2021 09 15 12 29 47    40946    61445.617        9.234
2021 09 15 12 29 48    40911    61377.462        9.258
2021 09 15 12 29 49    40826    61212.196        9.315
2021 09 15 12 29 50    40505    60591.293        9.531
2021 09 15 12 29 51    40236    60074.861        9.713
2021 09 15 12 29 52    40047    59714.116        9.841
2021 09 15 12 29 53    39996    59617.067        9.875
2021 09 15 12 29 54    40029    59679.849        9.853
2021 09 15 12 29 55    40092    59799.851        9.810
2021 09 15 12 29 56    40157    59923.864        9.766
2021 09 15 12 29 57    40215    60034.693        9.727
2021 09 15 12 29 58    40261    60122.708        9.696
2021 09 15 12 29 59    40296    60189.745        9.672
2021 09 15 12 30 00    40322    60239.583        9.654
2021 09 15 12 30 01    40344    60281.778        9.640
2021 09 15 12 30 02    40362    60316.320        9.627
2021 09 15 12 30 03    40375    60341.276        9.619
2021 09 15 12 30 04    40383    60356.638        9.613
2021 09 15 12 30 05    40388    60366.240        9.610
2021 09 15 12 30 06    40392    60373.923        9.607
2021 09 15 12 30 07    40395    60379.686        9.605
2021 09 15 12 30 08    40394    60377.765        9.606
2021 09 15 12 30 09    40391    60372.003        9.608
2021 09 15 12 30 10    40388    60366.240        9.610
2021 09 15 12 30 11    40385    60360.479        9.612
2021 09 15 12 30 12    40380    60350.877        9.615
2021 09 15 12 30 13    40372    60335.516        9.621
2021 09 15 12 30 14    40365    60322.078        9.625
2021 09 15 12 30 15    40358    60308.642        9.630
2021 09 15 12 30 16    40353    60299.047        9.634
2021 09 15 12 30 17    40347    60287.534        9.638
2021 09 15 12 30 18    40341    60276.023        9.642
2021 09 15 12 30 19    40335    60264.514        9.646
2021 09 15 12 30 20    40329    60253.006        9.650
2021 09 15 12 30 21    40298    60193.578        9.671
2021 09 15 12 30 22    40219    60042.343        9.724
2021 09 15 12 30 23    40186    59979.258        9.746
2021 09 15 12 30 24    40183    59973.526        9.749
2021 09 15 12 30 25    40191    59988.813        9.743
2021 09 15 12 30 26    40201    60007.926        9.736
2021 09 15 12 30 27    40212    60028.957        9.729
2021 09 15 12 30 28    40219    60042.343        9.724
2021 09 15 12 30 29    40225    60053.818        9.720
2021 09 15 12 30 30    40229    60061.470        9.717
2021 09 15 12 30 31    40228    60059.557        9.718
2021 09 15 12 30 32    40228    60059.557        9.718
2021 09 15 12 30 33    40225    60053.818        9.720
2021 09 15 12 30 34    40224    60051.906        9.721
2021 09 15 12 30 35    40224    60051.906        9.721
2021 09 15 12 30 36    40224    60051.906        9.721
2021 09 15 12 30 37    40226    60055.731        9.719
2021 09 15 12 30 38    40224    60051.906        9.721
2021 09 15 12 30 39    40224    60051.906        9.721
2021 09 15 12 30 40    40223    60049.993        9.721
2021 09 15 12 30 41    40223    60049.993        9.721
2021 09 15 12 30 42    40223    60049.993        9.721
2021 09 15 12 30 43    40220    60044.255        9.723
2021 09 15 12 30 44    40217    60038.518        9.726
2021 09 15 12 30 45    40216    60036.606        9.726
2021 09 15 12 30 46    40216    60036.606        9.726
2021 09 15 12 30 47    40214    60032.781        9.728
2021 09 15 12 30 48    40213    60030.869        9.728
2021 09 15 12 30 49    40211    60027.045        9.730
2021 09 15 12 30 50    40208    60021.309        9.732
2021 09 15 12 30 51    40205    60015.573        9.734
2021 09 15 12 30 52    40201    60007.926        9.736
2021 09 15 12 30 53    40197    60000.280        9.739
2021 09 15 12 30 54    40196    59998.369        9.740
2021 09 15 12 30 55    40194    59994.547        9.741
2021 09 15 12 30 56    40193    59992.635        9.742
2021 09 15 12 30 57    40192    59990.724        9.742
2021 09 15 12 30 58    40191    59988.813        9.743
2021 09 15 12 30 59    40192    59990.724        9.742
2021 09 15 12 31 00    40193    59992.635        9.742
2021 09 15 12 31 01    40193    59992.635        9.742
